item,itemLabel,alias
http://www.wikidata.org/entity/Q160770,"Prince George, Duke of Kent","Prince George Edward Alexander Edmund, Duke of Kent"
http://www.wikidata.org/entity/Q160770,"Prince George, Duke of Kent",The Prince George Edward Alexander Edmund of the United Kingdom
http://www.wikidata.org/entity/Q160770,"Prince George, Duke of Kent","The Prince George Edward Alexander Edmund, Duke of Kent"
http://www.wikidata.org/entity/Q160770,"Prince George, Duke of Kent",The Prince George of the United Kingdom
http://www.wikidata.org/entity/Q160770,"Prince George, Duke of Kent","The Prince George, Duke of Kent"
http://www.wikidata.org/entity/Q160948,Grand Duke Kirill Vladimirovich of Russia,"Cyril Vladimirovich, Grand Duke of Russia"
http://www.wikidata.org/entity/Q161247,Augusta Victoria of Schleswig-Holstein,Augusta Victoria
http://www.wikidata.org/entity/Q161247,Augusta Victoria of Schleswig-Holstein,"Augusta Victoria, Empress of Germany"
http://www.wikidata.org/entity/Q164500,Princess Victoria Melita of Saxe-Coburg and Gotha,Grand Duchess Victoria Feodorovna of Russia
http://www.wikidata.org/entity/Q164500,Princess Victoria Melita of Saxe-Coburg and Gotha,Princess Victoria Melita of Edinburgh
http://www.wikidata.org/entity/Q164500,Princess Victoria Melita of Saxe-Coburg and Gotha,Victoria Feodorovna of Russia
http://www.wikidata.org/entity/Q164500,Princess Victoria Melita of Saxe-Coburg and Gotha,Victoria Melita
http://www.wikidata.org/entity/Q164500,Princess Victoria Melita of Saxe-Coburg and Gotha,Victoria Melita of Edinburgh
http://www.wikidata.org/entity/Q164500,Princess Victoria Melita of Saxe-Coburg and Gotha,Victoria Melita of Saxe-Coburg-Gotha
http://www.wikidata.org/entity/Q164500,Princess Victoria Melita of Saxe-Coburg and Gotha,"Victoria Melita, Grand Duchess of Hesse and the Rhine"
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,Princess Beatrice
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,Bea York
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,"Beatrice Elizabeth Mary Mountbatten-Windsor, Princess of York"
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,Beatrice York
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,H.R.H. Princess Beatrice of York
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,Princess Beatrice Elizabeth Mary of York
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,"Princess Beatrice Elizabeth Mary, Mrs Mapelli Mozzi"
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,"Princess Beatrice Elizabeth Mary, Mrs. Mapelli Mozzi"
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,"Princess Beatrice, Mrs Edoardo Mapelli Mozzi"
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,"Princess Beatrice, Mrs Mapelli Mozzi"
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,"Princess Beatrice, Mrs. Edoardo Mapelli Mozzi"
http://www.wikidata.org/entity/Q165657,Princess Beatrice of York,"Princess Beatrice, Mrs. Mapelli Mozzi"
http://www.wikidata.org/entity/Q165709,Princess Eugenie of York,Eugenie Victoria Helena
http://www.wikidata.org/entity/Q165709,Princess Eugenie of York,Eugenie Victoria Helena Mountbatten-Windsor
http://www.wikidata.org/entity/Q165709,Princess Eugenie of York,Her Royal Highness Princess Eugenie of York
http://www.wikidata.org/entity/Q165709,Princess Eugenie of York,Princess Eugenie
http://www.wikidata.org/entity/Q165709,Princess Eugenie of York,Princess Eugenie Victoria Helena of York
http://www.wikidata.org/entity/Q165709,Princess Eugenie of York,"Princess Eugenie, Mrs Brooksbank"
http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,Beatrice Mary Victoria Feodore
http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,Princess Beatrice Mary Victoria Feodore of the United Kingdom
http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,Princess Beatrice of Battenberg
http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,Princess Henry of Battenberg
http://www.wikidata.org/entity/Q158140,Princess Beatrice of the United Kingdom,The Princess Beatrice
http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",Prince Edward
http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",Duke of Kent
http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent","Edward George Nicholas Paul Patrick Windsor, 2nd Duke of Kent"
http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",Edward Kent
http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",His Royal Highness The Duke of Kent
http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",Prince Edward of Kent
http://www.wikidata.org/entity/Q158258,"Prince Edward, Duke of Kent",The Duke of Kent
http://www.wikidata.org/entity/Q170184,Princess Marina of Greece and Denmark,"Princess Marina of Greece and Denmark, Duchess of Kent"
http://www.wikidata.org/entity/Q170184,Princess Marina of Greece and Denmark,"Princess Marina of Greece and Denmark, The Duchess of Kent"
http://www.wikidata.org/entity/Q170184,Princess Marina of Greece and Denmark,"Princess Marina, The Duchess Of Kent"
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy",Alexandra Helen Elizabeth Olga Christabel
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy",Alexandra Helen Elizabeth Olga Christabel Windsor
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy",Alexandra Kent
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy",Alexandra Windsor
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy",HRH Princess Alexandra of Kent
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy",Princess Alexandra Helen Elizabeth Olga Christabel of Kent
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy","Princess Alexandra, The Hon. Lady Ogilvy"
http://www.wikidata.org/entity/Q170191,"Princess Alexandra, Lady Ogilvy","Princess Alexandra, The Honourable Lady Ogilvy"
http://www.wikidata.org/entity/Q170194,"Princess Astrid, Archduchess of Austria-Este",Astrid of Belgium
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",Prince Richard Alexander Walter George of Gloucester
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester","Prince Richard Alexander Walter George, Duke of Gloucester"
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",Prince Richard of Gloucester
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",Richard Alexander Walter George
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",Richard Gloucester
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester",Richard Windsor
http://www.wikidata.org/entity/Q170294,"Prince Richard, Duke of Gloucester","Richard Alexander Walter George Windsor, 2nd Duke of Gloucester"
http://www.wikidata.org/entity/Q170396,Prince George of Greece and Denmark,Prince Georgios of Greece and Denmark
http://www.wikidata.org/entity/Q177769,Princess Feodora of Saxe-Meiningen,Feodora de Saxonia-Meiningen
http://www.wikidata.org/entity/Q177769,Princess Feodora of Saxe-Meiningen,Feodora de Saxònia-Meiningen
http://www.wikidata.org/entity/Q177769,Princess Feodora of Saxe-Meiningen,Feodora of Saxe-Meiningen
http://www.wikidata.org/entity/Q177769,Princess Feodora of Saxe-Meiningen,Feodora Viktoria Auguste Marie Marianne of Saxe-Meiningen
http://www.wikidata.org/entity/Q177769,Princess Feodora of Saxe-Meiningen,Princess Feodora Viktoria Auguste Marie Marianne of Saxe-Meiningen
http://www.wikidata.org/entity/Q198780,Bertrand de Orléans e Bragança,Bertrand of Orleans-Braganza
http://www.wikidata.org/entity/Q198780,Bertrand de Orléans e Bragança,Dom Beltrão de Orléans-Bragança e Wittelsbach
http://www.wikidata.org/entity/Q201589,Queen Letizia of Spain,Letizia of Spain
http://www.wikidata.org/entity/Q201589,Queen Letizia of Spain,Letizia Ortiz
http://www.wikidata.org/entity/Q201589,Queen Letizia of Spain,Letizia Ortiz Rocasolano
http://www.wikidata.org/entity/Q201589,Queen Letizia of Spain,"Letizia, Princess of Asturias."
http://www.wikidata.org/entity/Q201589,Queen Letizia of Spain,"Letzia, Queen of Spain"
http://www.wikidata.org/entity/Q165709,Princess Eugenie of York,"Princess Eugenie, Mrs Jack Brooksbank"
http://www.wikidata.org/entity/Q167423,Alexandra of Yugoslavia,Alexandra of Greece
http://www.wikidata.org/entity/Q167423,Alexandra of Yugoslavia,"Alexandra of Greece, Queen of Yugoslavia"
http://www.wikidata.org/entity/Q167423,Alexandra of Yugoslavia,Alexandra Oldenburg Karadjordjevic
http://www.wikidata.org/entity/Q168674,Sophie of Württemberg,Princess Sophie of Württemberg
http://www.wikidata.org/entity/Q168674,Sophie of Württemberg,Queen Sophie of the Netherlands
http://www.wikidata.org/entity/Q168674,Sophie of Württemberg,"Queen Sophie, Queen Consort of the Netherlands"
http://www.wikidata.org/entity/Q168674,Sophie of Württemberg,Sofia Federica di Württemberg
http://www.wikidata.org/entity/Q168674,Sophie of Württemberg,"Sophie, Queen Consort of the Netherlands"
http://www.wikidata.org/entity/Q191045,Felipe VI of Spain,Felipe Juan Pablo Alfonso de Todos los Santos de Borbón y Grecia
http://www.wikidata.org/entity/Q191045,Felipe VI of Spain,Felipe VI
http://www.wikidata.org/entity/Q191045,Felipe VI of Spain,Philip John Paul Alphonse of All Saints of Bourbon
http://www.wikidata.org/entity/Q191045,Felipe VI of Spain,Philip VI of Spain
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,Crown Princess Mary of Denmark
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,H. M Queen Mary Elizabeth of Denmark
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,H.R.H. Crown Princess Mary Elizabeth of Denmark
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,Mary Donaldson
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,Mary Elizabeth Donaldson
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,"Mary, Crown Princess of Denmark, Countess of Monpezat"
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,Queen Mary Elizabeth of Denmark
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,"Queen Mary Elizabeth, Queen Consort of Denmark"
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,"Queen Mary Elizabeth, The Queen Consort of Denmark"
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,"Queen Mary, Queen Consort of Denmark"
http://www.wikidata.org/entity/Q208615,Queen Mary of Denmark,"Queen Mary, The Queen Consort of Denmark"
http://www.wikidata.org/entity/Q214369,"Leonor, Princess of Asturias",Infanta Leonor of Spain
http://www.wikidata.org/entity/Q214369,"Leonor, Princess of Asturias",Leonor de Todos los Santos de Borbón y Ortiz
http://www.wikidata.org/entity/Q214369,"Leonor, Princess of Asturias",Princess Leonor
http://www.wikidata.org/entity/Q215791,"Friedrich Franz, Hereditary Grand Duke of Mecklenburg-Schwerin",Friedrich Franz V Erbgroßherzog von Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q217504,"Thyra, Crown Princess of Hanover",Princess Thyra Amalie Caroline Charlotte Anna of Denmark
http://www.wikidata.org/entity/Q217504,"Thyra, Crown Princess of Hanover",Princess Thyra of Denmark
http://www.wikidata.org/entity/Q223183,Peter II of Yugoslavia,Petar II Karađorđević
http://www.wikidata.org/entity/Q169902,"Prince Aimone, 4th Duke of Aosta","Aimoe di Savoia-Aoste, Principe di Savoia"
http://www.wikidata.org/entity/Q169902,"Prince Aimone, 4th Duke of Aosta","Prince Aimone, Duke of Aosta"
http://www.wikidata.org/entity/Q170160,Prince Nicholas of Greece and Denmark,Prince Nikolaos of Greece and Denmark
http://www.wikidata.org/entity/Q212897,Carol II of Romania,Charles II
http://www.wikidata.org/entity/Q212897,Carol II of Romania,Carol II
http://www.wikidata.org/entity/Q230580,Infanta Cristina of Spain,Infanta Cristina
http://www.wikidata.org/entity/Q230580,Infanta Cristina of Spain,Cristina Federica Victoria Antonia de la Santísima Trinidad de Borbón y Grecia
http://www.wikidata.org/entity/Q230580,Infanta Cristina of Spain,"Cristina Federica Victoria de Borbón y Grecia, Infanta de España"
http://www.wikidata.org/entity/Q231463,Duchess Marie of Mecklenburg-Schwerin,Grand Duchess Maria Pavlovna of Russia
http://www.wikidata.org/entity/Q231463,Duchess Marie of Mecklenburg-Schwerin,Maria Pavlovna of Russia
http://www.wikidata.org/entity/Q231463,Duchess Marie of Mecklenburg-Schwerin,Maria Pavlovna the Elder
http://www.wikidata.org/entity/Q231463,Duchess Marie of Mecklenburg-Schwerin,Marie of Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q231895,Princess Marie of Denmark,Marie Agathe Odile
http://www.wikidata.org/entity/Q231895,Princess Marie of Denmark,Marie Agathe Odile Cavallier
http://www.wikidata.org/entity/Q231895,Princess Marie of Denmark,Marie Cavallier
http://www.wikidata.org/entity/Q231895,Princess Marie of Denmark,Princess Marie Agathe Odile of Denmark
http://www.wikidata.org/entity/Q231895,Princess Marie of Denmark,"Princess Marie of Denmark, Countess of Monpezat"
http://www.wikidata.org/entity/Q231895,Princess Marie of Denmark,"Princess Marie, Countess of Monpezat"
http://www.wikidata.org/entity/Q232159,Grand Duchess Anastasia Mikhailovna of Russia,Anastasia Mikhailovna of Russia
http://www.wikidata.org/entity/Q232159,Grand Duchess Anastasia Mikhailovna of Russia,"Anastasia Mikhailovna, Grand Duchess of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q232159,Grand Duchess Anastasia Mikhailovna of Russia,"Anastasia, Grand Duchess of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,Alexandra Georgievna of Russia
http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,Alexandra of Greece and Denmark
http://www.wikidata.org/entity/Q232728,Princess Alexandra of Greece and Denmark,"Grand Duchess Alexandra Georgievna, Grand Duchess Pavlovna of Russia"
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,"Grand Duchess Maria Georgievna, Grand Duchess Georgievna of Russia"
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,"Grand Duchess Maria Georgievna, Grand Duchess Georgievna of Russia, Princess of Greece and Denmark"
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,"Grand Duchess Maria Georgievna, The Grand Duchess Georgievna of Russia"
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,"Grand Duchess Maria Georgievna, The Grand Duchess Georgievna of Russia, Princess of Greece and Denmark"
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,Laci Marie
http://www.wikidata.org/entity/Q232732,Princess Maria of Greece and Denmark,The Princess Maria of Greece and Denmark
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Princess Mary
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Mary Harewood
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood","Mary, Princess Royal"
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Princess Mary of the United Kingdom
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Princess Mary of Wales
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Princess Mary of York
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood","Princess Mary, Countess of Harewood"
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood","Princess Mary, Princess Royal of the United Kingdom"
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood","Princess Mary, Viscountess Lascelles"
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Princess Victoria Alexandra Alice Mary of the United Kingdom
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Princess Victoria Alexandra Alice Mary of Wales
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Princess Victoria Alexandra Alice Mary of York
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood","Princess Victoria Alexandra Alice Mary, Countess of Harewood"
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood","Princess Victoria Alexandra Alice Mary, Viscountess Lascelles"
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood",Victoria Alexandra Alice Mary Windsor
http://www.wikidata.org/entity/Q233913,"Mary, Princess Royal and Countess of Harewood","Victoria Alexandra Alice Mary, Princess Royal and Countess of Harewood"
http://www.wikidata.org/entity/Q233966,Princess Caroline of Monaco,"Caroline, Princess of Hanover"
http://www.wikidata.org/entity/Q233966,Princess Caroline of Monaco,Princess Caroline Louise Marguerite of Monaco
http://www.wikidata.org/entity/Q233966,Princess Caroline of Monaco,Princess Caroline Louise Marguerite of Monaco and Hanover
http://www.wikidata.org/entity/Q233990,Princess Irene of Hesse and by Rhine,Princess Irene Luise Marie Anne of Hesse and by Rhine
http://www.wikidata.org/entity/Q235128,"Infanta María de las Mercedes, Countess of Barcelona",Princess Maria de las Mercedes of Bourbon-Two Sicilies
http://www.wikidata.org/entity/Q235284,Catherine Oxenberg,Catherine van Dien
http://www.wikidata.org/entity/Q235432,Princess Olga of Greece and Denmark,Olga of Greece and Denmark
http://www.wikidata.org/entity/Q235432,Princess Olga of Greece and Denmark,Princess Paul of Yugoslavia
http://www.wikidata.org/entity/Q235812,Duchess Cecilie of Mecklenburg-Schwerin,"Cecilie, Crown Princess of Germany"
http://www.wikidata.org/entity/Q235812,Duchess Cecilie of Mecklenburg-Schwerin,Duchess Cecilie Auguste Marie of Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q237165,"Infanta Margarita, Duchess of Soria",Margarita Maria
http://www.wikidata.org/entity/Q237165,"Infanta Margarita, Duchess of Soria","Margarita Maria de Borbón y de Borbón, Infanta de España"
http://www.wikidata.org/entity/Q237341,Grand Duchess Kira Kirillovna of Russia,Kira Kirillovna Romanova
http://www.wikidata.org/entity/Q237341,Grand Duchess Kira Kirillovna of Russia,"Kira Kirillovna, Princess Louis Ferdinand of Prussia"
http://www.wikidata.org/entity/Q237341,Grand Duchess Kira Kirillovna of Russia,"Kira Kirillovna, Princess of Prussia"
http://www.wikidata.org/entity/Q237341,Grand Duchess Kira Kirillovna of Russia,Princess Louis Ferdinand of Prussia
http://www.wikidata.org/entity/Q235832,Princess Mafalda of Savoy,"Princess Mafalda, Landgravine of Hesse-Kassel"
http://www.wikidata.org/entity/Q236196,Princess Cecilie of Greece and Denmark,"Cecilie, Hereditary Grand Duchess of Hesse and by Rhine"
http://www.wikidata.org/entity/Q236678,"Katharine, Duchess of Kent",Katharine Kent
http://www.wikidata.org/entity/Q236678,"Katharine, Duchess of Kent",Katharine Lucy Mary Worsley
http://www.wikidata.org/entity/Q236678,"Katharine, Duchess of Kent","Katharine Lucy Mary, Duchess of Kent"
http://www.wikidata.org/entity/Q236678,"Katharine, Duchess of Kent",Katharine Worsley
http://www.wikidata.org/entity/Q236770,"Princess Irene, Duchess of Aosta",Princess Irene of Greece and Denmark
http://www.wikidata.org/entity/Q236965,Amélie of Orléans,Maria Amélia
http://www.wikidata.org/entity/Q236965,Amélie of Orléans,Amelie of Orleans
http://www.wikidata.org/entity/Q236965,Amélie of Orléans,Marie Amelie d'Orleans
http://www.wikidata.org/entity/Q236965,Amélie of Orléans,Marie Amélie d'Orléans
http://www.wikidata.org/entity/Q236965,Amélie of Orléans,Marie Amelie of Orleans
http://www.wikidata.org/entity/Q236965,Amélie of Orléans,Marie Amélie of Orléans
http://www.wikidata.org/entity/Q238820,"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne","Cecilia Nina Bowes-Lyon, Countess of Strathmore and Kinghorne"
http://www.wikidata.org/entity/Q238820,"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",Cecilia Nina Cavendish-Bentinck
http://www.wikidata.org/entity/Q240317,Princess Margarita of Greece and Denmark,Margarita of Greece and Denmark
http://www.wikidata.org/entity/Q240317,Princess Margarita of Greece and Denmark,Margarita of Hohenlohe-Langenburg
http://www.wikidata.org/entity/Q240442,Aspasia Manos,Aspasia Manou
http://www.wikidata.org/entity/Q240442,Aspasia Manos,Princess Aspasia of Greece and Denmark
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,Count Nikolai William Alexander Frederik of Monpezat
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,Nikolai Frederiksborg
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,Nikolai William Alexander Frederik
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,Nikolai William Alexander Frederik of Monpezat
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,"Nikolai William Alexander Frederik, Prince of Denmark"
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,Prince Nikolai of Denmark
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,"Prince Nikolai of Denmark, Count of Monpezat"
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,Prince Nikolai William Alexander Frederik of Denmark
http://www.wikidata.org/entity/Q241033,Count Nikolai of Monpezat,"Prince Nikolai William Alexander Frederik of Denmark, Count of Monpezat"
http://www.wikidata.org/entity/Q241584,"Birgitte, Duchess of Gloucester",Birgitte Eva Henriksen
http://www.wikidata.org/entity/Q241584,"Birgitte, Duchess of Gloucester",Birgitte Eva van Deurs Henriksen
http://www.wikidata.org/entity/Q242298,Princess Irene of Greece and Denmark,"Irene zu Schleswig-Holstein-Sonderburg-Glücksburg, Πριγκίπισσα της Ελλάδος"
http://www.wikidata.org/entity/Q242298,Princess Irene of Greece and Denmark,Ειρήνη της Ελλάδας και της Δανίας
http://www.wikidata.org/entity/Q242338,Princess Katherine of Greece and Denmark,Lady Katherine Brandram
http://www.wikidata.org/entity/Q242338,Princess Katherine of Greece and Denmark,Princess Aikaterini of Greece and Denmark
http://www.wikidata.org/entity/Q242348,Princess Alexia of Greece and Denmark,Alexia de Grecia
http://www.wikidata.org/entity/Q242348,Princess Alexia of Greece and Denmark,Alexia of Greece and Denmark
http://www.wikidata.org/entity/Q242348,Princess Alexia of Greece and Denmark,"Alexia zu Schleswig-Holstein-Sonderburg-Glücksburg, Crown Princess of Greece"
http://www.wikidata.org/entity/Q242348,Princess Alexia of Greece and Denmark,"Princess Alexia, Mrs Morales"
http://www.wikidata.org/entity/Q242348,Princess Alexia of Greece and Denmark,"Princess Alexia, Mrs. Morales"
http://www.wikidata.org/entity/Q242691,Princess Elisabeth of Denmark,"Elisabeth zu Schleswig-Holstein-Sonderburg-Glücksburg, Princess of Denmark"
http://www.wikidata.org/entity/Q242879,Princess María Isabel of Orléans,Infanta Maria Isabel of Orléans
http://www.wikidata.org/entity/Q242879,Princess María Isabel of Orléans,Maria Isabella
http://www.wikidata.org/entity/Q242879,Princess María Isabel of Orléans,"Princess Maria Isabel of Orléans, Infanta of Spain"
http://www.wikidata.org/entity/Q242879,Princess María Isabel of Orléans,Princess Marie Isabelle of Orleans
http://www.wikidata.org/entity/Q243049,"Marie-Chantal, Crown Princess of Greece",Marie Chantal
http://www.wikidata.org/entity/Q243049,"Marie-Chantal, Crown Princess of Greece",Marie-Chantal Miller
http://www.wikidata.org/entity/Q243049,"Marie-Chantal, Crown Princess of Greece",Marie-Chantel Miller
http://www.wikidata.org/entity/Q243049,"Marie-Chantal, Crown Princess of Greece",Mari Santal
http://www.wikidata.org/entity/Q243049,"Marie-Chantal, Crown Princess of Greece",Mari Santal Miler
http://www.wikidata.org/entity/Q243049,"Marie-Chantal, Crown Princess of Greece",Maria of Greece
http://www.wikidata.org/entity/Q246026,"Patrick Anson, 5th Earl of Lichfield",Patrick Lichfield
http://www.wikidata.org/entity/Q246026,"Patrick Anson, 5th Earl of Lichfield",Patrick Anson
http://www.wikidata.org/entity/Q246026,"Patrick Anson, 5th Earl of Lichfield","Thomas Patrick John Anson, 5th Earl of Lichfield"
http://www.wikidata.org/entity/Q246026,"Patrick Anson, 5th Earl of Lichfield",Thomas Patrick John Anson
http://www.wikidata.org/entity/Q246915,"Princess Alice, Duchess of Gloucester",Alice Christabel Montagu Douglas Scott
http://www.wikidata.org/entity/Q246915,"Princess Alice, Duchess of Gloucester","Alice Christabel, Duchess of Gloucester"
http://www.wikidata.org/entity/Q246915,"Princess Alice, Duchess of Gloucester",Alice Montagu Douglas Scott
http://www.wikidata.org/entity/Q246915,"Princess Alice, Duchess of Gloucester","Alice, Duchess of Gloucester"
http://www.wikidata.org/entity/Q246915,"Princess Alice, Duchess of Gloucester",Lady Alice Christabel Montagu Douglas Scott
http://www.wikidata.org/entity/Q246915,"Princess Alice, Duchess of Gloucester",Lady Alice Montagu Douglas Scott
http://www.wikidata.org/entity/Q255382,Princess Theodora of Greece and Denmark,"Princess Theodora, Margravine of Baden"
http://www.wikidata.org/entity/Q255382,Princess Theodora of Greece and Denmark,"Theodora, Margravine of Baden"
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Nadejda de Torby
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Nadejda Medina
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven","Nadejda Mikhailovna Mountbatten, Countess of Medina"
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven","Nadejda Mikhailovna Mountbatten, Marchioness of Milford Haven"
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Nadejda Milford Haven
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven","Nadejda Mountbatten, Countess of Medina"
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Princess George of Battenberg
http://www.wikidata.org/entity/Q260525,Princess Hélène of Orléans,H.R.H. Elena di Francia
http://www.wikidata.org/entity/Q260525,Princess Hélène of Orléans,Princess Helene of Orleans
http://www.wikidata.org/entity/Q260525,Princess Hélène of Orléans,Elena D'Aosta
http://www.wikidata.org/entity/Q260525,Princess Hélène of Orléans,Hélène Louise Henriette d'Orléans
http://www.wikidata.org/entity/Q261284,Isabelle of Orléans-Braganza,Isabelle of Orleans-Braganza
http://www.wikidata.org/entity/Q261322,Princess Isabelle d’Orléans,Princess Isabelle of Orleans
http://www.wikidata.org/entity/Q261826,Princess Adelaide of Saxe-Meiningen,Princess Adalbert of Prussia
http://www.wikidata.org/entity/Q261826,Princess Adelaide of Saxe-Meiningen,"Princess Adelheid, Princess Adalbert of Prussia"
http://www.wikidata.org/entity/Q255389,Infanta Maria Teresa Isabel of Spain,Maria Teresa
http://www.wikidata.org/entity/Q255389,Infanta Maria Teresa Isabel of Spain,"Maria Teresa de Borbón y Habsburgo, Infanta de España"
http://www.wikidata.org/entity/Q257926,Princess Elizabeth of Serbia,"Elizabeth Karageorgievich, Princess of Yugoslavia"
http://www.wikidata.org/entity/Q257926,Princess Elizabeth of Serbia,Jelisaveta Karađorđević
http://www.wikidata.org/entity/Q257926,Princess Elizabeth of Serbia,Princess Elizabeth of Yugoslavia
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Countess Nada de Torby
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Countess Nadejda de Torby
