item,itemLabel,alias
http://www.wikidata.org/entity/Q64704,Prince Sigismund of Prussia,Wilhelm Viktor Karl August Heinrich Sigismund Prinz von Preußen
http://www.wikidata.org/entity/Q64976,"Nikolaus, Hereditary Grand Duke of Oldenburg",Nicolau d'Oldenburg
http://www.wikidata.org/entity/Q61464,Duke Johann Albrecht of Mecklenburg-Schwerin,Duke John Albert of Mecklenburg
http://www.wikidata.org/entity/Q61464,Duke Johann Albrecht of Mecklenburg-Schwerin,Johann Albrecht Herzog zu Mecklenburg
http://www.wikidata.org/entity/Q61777,Prince Georg Wilhelm of Hanover,Prince Georg Wilhelm Ernst August Friedrich Axel of Hanover
http://www.wikidata.org/entity/Q61777,Prince Georg Wilhelm of Hanover,"Prince Georg Wilhelm Ernst August Friedrich Axel of Hanover, Prince of Hanover"
http://www.wikidata.org/entity/Q61777,Prince Georg Wilhelm of Hanover,"Prince Georg Wilhelm of Hanover, Prince of Brunswick"
http://www.wikidata.org/entity/Q61777,Prince Georg Wilhelm of Hanover,Prince George William of Hanover
http://www.wikidata.org/entity/Q62056,Prince Eitel Friedrich of Prussia,Eitel Friedrich
http://www.wikidata.org/entity/Q62056,Prince Eitel Friedrich of Prussia,Prince Wilhelm Eitel Friedrich Christian Karl of Prussia
http://www.wikidata.org/entity/Q62056,Prince Eitel Friedrich of Prussia,Wilhelm Eitel-Friedrich Christian Karl Prinz von Preußen
http://www.wikidata.org/entity/Q62129,"Frederick Augustus II, Grand Duke of Oldenburg",Frederick Augustus II
http://www.wikidata.org/entity/Q62129,"Frederick Augustus II, Grand Duke of Oldenburg",Friedrich August von Oldenburg
http://www.wikidata.org/entity/Q62385,"Duke Carl, Duke of Württemberg","Carl, Duke of Württemberg"
http://www.wikidata.org/entity/Q62385,"Duke Carl, Duke of Württemberg",Karl Maria Herzog von Württemberg
http://www.wikidata.org/entity/Q66639,Princess Feodora of Saxe-Meiningen,Princess Feodora
http://www.wikidata.org/entity/Q67038,Prince Wolfgang of Hesse,Wolfgang Moritz von Hessen-Kassel
http://www.wikidata.org/entity/Q69425,Duchess Marie of Mecklenburg-Strelitz,Marie Herzogin zu Mecklenburg
http://www.wikidata.org/entity/Q70203,Duke Christian Ludwig of Mecklenburg-Schwerin,Christian Ludwig Großherzog von Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q70203,Duke Christian Ludwig of Mecklenburg-Schwerin,Christian Ludwig Herzog zu Mecklenburg
http://www.wikidata.org/entity/Q70203,Duke Christian Ludwig of Mecklenburg-Schwerin,Duke Christian Louis of Mecklenburg
http://www.wikidata.org/entity/Q70632,Prince Frederick of Prussia,Friedrich Georg Wilhelm Christoph Prinz von Preussen
http://www.wikidata.org/entity/Q70632,Prince Frederick of Prussia,Friedrich Georg Wilhelm Christoph Prinz von Preußen
http://www.wikidata.org/entity/Q70632,Prince Frederick of Prussia,Friedrich von Preussen
http://www.wikidata.org/entity/Q70632,Prince Frederick of Prussia,Prince Frederick George William Christopher of Prussia
http://www.wikidata.org/entity/Q70632,Prince Frederick of Prussia,Prince Friedrich Georg Wilhelm Christoph Prinz of Prussia
http://www.wikidata.org/entity/Q70760,Prince Hubertus of Prussia,Hubertus
http://www.wikidata.org/entity/Q70760,Prince Hubertus of Prussia,Prince Hubertus Karl Wilhelm of Prussia
http://www.wikidata.org/entity/Q70768,"Princess Maria, Duchess of Calabria",Princess Maria Ludwiga Theresia of Bavaria
http://www.wikidata.org/entity/Q70768,"Princess Maria, Duchess of Calabria","Princess Maria Ludwiga Theresia, Duchess of Calabria"
http://www.wikidata.org/entity/Q70768,"Princess Maria, Duchess of Calabria",Princess Maria of Bavaria
http://www.wikidata.org/entity/Q75911,"Josias, Hereditary Prince of Waldeck and Pyrmont",Josias Georg Wilhelm Adolf
http://www.wikidata.org/entity/Q76343,Otto von Habsburg,Crown Prince Otto of Austria
http://www.wikidata.org/entity/Q76343,Otto von Habsburg,"Otto, Crown Prince of Austria"
http://www.wikidata.org/entity/Q76908,Prince Maximilian of Baden,Prinz Maximilian von Baden
http://www.wikidata.org/entity/Q76927,Mary of Teck,Victoria Mary of Teck
http://www.wikidata.org/entity/Q76927,Mary of Teck,Ga-no-ron-gwa
http://www.wikidata.org/entity/Q76927,Mary of Teck,"Mary, Queen consort of the United Kingdom"
http://www.wikidata.org/entity/Q76927,Mary of Teck,"Mary, Queen of the UK"
http://www.wikidata.org/entity/Q76927,Mary of Teck,"Mary, Queen of the United Kingdom"
http://www.wikidata.org/entity/Q76927,Mary of Teck,"Mary, Queen of the United Kingdom, Empress of India"
http://www.wikidata.org/entity/Q76927,Mary of Teck,May of Teck
http://www.wikidata.org/entity/Q76927,Mary of Teck,Princess May of Teck
http://www.wikidata.org/entity/Q76927,Mary of Teck,Princess Victoria Mary Augusta Louise Olga Pauline Claudine Agnes of Teck
http://www.wikidata.org/entity/Q76927,Mary of Teck,Princess Victoria Mary of Teck
http://www.wikidata.org/entity/Q76927,Mary of Teck,Queen Mary of Teck
http://www.wikidata.org/entity/Q76927,Mary of Teck,Queen Mary of the UK
http://www.wikidata.org/entity/Q76927,Mary of Teck,Queen Mary of the United Kingdom
http://www.wikidata.org/entity/Q76927,Mary of Teck,Victoria Mary Augusta Louise Olga Pauline Claudine Agnes
http://www.wikidata.org/entity/Q76927,Mary of Teck,Victoria Mary Augusta Louise Olga Pauline Claudine Agnes of Teck
http://www.wikidata.org/entity/Q77335,"Regina, Crown Princess of Austria",Crown Princess Regina of Austria
http://www.wikidata.org/entity/Q77335,"Regina, Crown Princess of Austria",Regina von Habsburg
http://www.wikidata.org/entity/Q77555,"Archduchess Walburga, Countess Douglas",Archduchess Walburga Maria Franziska Helene Elisabeth of Austria
http://www.wikidata.org/entity/Q77555,"Archduchess Walburga, Countess Douglas",Archduchess Walburga of Austria
http://www.wikidata.org/entity/Q77555,"Archduchess Walburga, Countess Douglas",The Archduchess Walburga of Austria
http://www.wikidata.org/entity/Q77555,"Archduchess Walburga, Countess Douglas",Walburga Habsburg Douglas
http://www.wikidata.org/entity/Q77555,"Archduchess Walburga, Countess Douglas",Walburga von Habsburg
http://www.wikidata.org/entity/Q77555,"Archduchess Walburga, Countess Douglas",Walburga von Habsburg av Douglas
http://www.wikidata.org/entity/Q77556,Prince Wilhelm of Prussia,Prince Wilhelm Friedrich Franz Joseph Christian Olaf of Prussia
http://www.wikidata.org/entity/Q77937,Princess Kira of Prussia,Kira Auguste Viktoria Friederike Prinzessin von Preußen
http://www.wikidata.org/entity/Q77937,Princess Kira of Prussia,Kira of Prussia
http://www.wikidata.org/entity/Q77937,Princess Kira of Prussia,Kira Prussia
http://www.wikidata.org/entity/Q77937,Princess Kira of Prussia,Princess Kira Auguste Viktoria Friederike of Prussia
http://www.wikidata.org/entity/Q70797,"Wittekind, Prince of Waldeck and Pyrmont",Wittekind Adolf Heinrich Georg Wilhelm Prinz zu Waldeck und Pyrmont
http://www.wikidata.org/entity/Q71778,"Prince Donatus, Landgrave of Hesse","Donatus, Landgrave of Hesse"
http://www.wikidata.org/entity/Q71778,"Prince Donatus, Landgrave of Hesse",Heinrich Donatus Philipp Umberto
http://www.wikidata.org/entity/Q71778,"Prince Donatus, Landgrave of Hesse",Heinrich Donatus Philipp Umberto Prinz von Hessen-Kassel Landgraf von Hessen
http://www.wikidata.org/entity/Q73464,"Armin, Prince of Lippe",Armin Prinz zur Lippe
http://www.wikidata.org/entity/Q74913,Prince Heinrich of Hanover,Heinrich Julius of Hanover
http://www.wikidata.org/entity/Q74913,Prince Heinrich of Hanover,Heinrich Julius Prinz von Hannover
http://www.wikidata.org/entity/Q74913,Prince Heinrich of Hanover,Heinrich of Hanover
http://www.wikidata.org/entity/Q74913,Prince Heinrich of Hanover,Heinrich Prinz von Hannover
http://www.wikidata.org/entity/Q74913,Prince Heinrich of Hanover,Prince Heinrich Julius of Hanover
http://www.wikidata.org/entity/Q75112,Princess Alexandrine of Prussia,Alexandrine Irene of Prussia
http://www.wikidata.org/entity/Q75112,Princess Alexandrine of Prussia,Princess Alexandrine Irene of Prussia
http://www.wikidata.org/entity/Q75167,"Duke Friedrich, Hereditary Duke of Württemberg",Friedrich Philipp Carl Franz Maria
http://www.wikidata.org/entity/Q75167,"Duke Friedrich, Hereditary Duke of Württemberg",Friedrich Philipp Herzog von Württemberg
http://www.wikidata.org/entity/Q75167,"Duke Friedrich, Hereditary Duke of Württemberg","Friedrich, Duke of Württemberg"
http://www.wikidata.org/entity/Q75411,John Bowes-Lyon,Hon. John Bowes-Lyon
http://www.wikidata.org/entity/Q75411,John Bowes-Lyon,"Hon. John Herbert ""Jock"" Bowes-Lyon"
http://www.wikidata.org/entity/Q75411,John Bowes-Lyon,Hon. John Herbert Bowes-Lyon
http://www.wikidata.org/entity/Q75411,John Bowes-Lyon,Jock Bowes-Lyon
http://www.wikidata.org/entity/Q75411,John Bowes-Lyon,John Herbert Bowes-Lyon
http://www.wikidata.org/entity/Q75426,Lady Gabriella Windsor,Ella Kingston
http://www.wikidata.org/entity/Q75426,Lady Gabriella Windsor,Ella Windsor
http://www.wikidata.org/entity/Q75426,Lady Gabriella Windsor,Lady Gabriella Marina Alexandra Ophelia Kingston
http://www.wikidata.org/entity/Q75426,Lady Gabriella Windsor,Lady Gabriella Marina Alexandra Ophelia Windsor
http://www.wikidata.org/entity/Q78201,"Karl Friedrich, Prince of Hohenzollern",Karl Friedrich Fürst von Hohenzollern-Sigmaringen
http://www.wikidata.org/entity/Q78515,Karl von Habsburg,Karl Thomas Erzherzog von Österreich
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",Prince Philip
http://www.wikidata.org/entity/Q84971,"Duchess Rosa, Duchess of Württemberg",Archduchess Rosa of Austria
http://www.wikidata.org/entity/Q84971,"Duchess Rosa, Duchess of Württemberg","Archduchess Rosa of Austria, Princess of Tuscany"
http://www.wikidata.org/entity/Q84971,"Duchess Rosa, Duchess of Württemberg","Duchess Rosa, The Duchess of Württemberg"
http://www.wikidata.org/entity/Q86044,"Duchess Helena, Hereditary Duchess of Württemberg",Archduchess Helena of Austria
http://www.wikidata.org/entity/Q92141,Prince Wilhelm-Karl of Prussia,Prince Wilhelm Karl of Prussia
http://www.wikidata.org/entity/Q92141,Prince Wilhelm-Karl of Prussia,Wilhelm-Karl of Prussia
http://www.wikidata.org/entity/Q93535,"Marie Christine, Princess Michael of Kent",Marie Christine von Reibnitz
http://www.wikidata.org/entity/Q93535,"Marie Christine, Princess Michael of Kent",Marie-Christine Agnes Hedwig Ida Baronin von Reibnitz
http://www.wikidata.org/entity/Q93535,"Marie Christine, Princess Michael of Kent",Princess Michael of Kent
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",H.R.H. Prince Philip
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",H.R.H. The Duke Of Edinburgh
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",Lieutenant Philip Mountbatten
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",Philip Edinburgh
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",Philip Mountbatten
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",Philip Mountbatten; Prince Philip of Greece and Denmark
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",Philip of Greece and Denmark
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh",Prince Philip of Greece and Denmark
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh","The Prince Philip, Duke of Edinburgh"
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Princess Victoria
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Empress Frederick
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Empress Frederick of Germany
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Empress Friedrich
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Empress of Germany Princess Royal Victoria Adelaide Mary Louise
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Empress Victoria of Germany
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Princess Victoria Adelaide Mary Louise
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Princess Victoria Adelaide Mary Louise of the United Kingdom
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Princess Victoria of the United Kingdom
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Victoria Adelaide Mary Louisa
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal",Victoria Adelaide Mary Louise
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal","Victoria, Crown Princess of Prussia"
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal","Victoria, Empress consort of Germany"
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal","Victoria, Empress Frederick of Germany"
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal","Victoria, Empress of Germany"
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal","Victoria, German Empress"
http://www.wikidata.org/entity/Q116728,"Victoria, Princess Royal","Victoria, Queen of Prussia and Empress of Germany"
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",Prince Henry
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",Henry Gloucester
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",Henry William Frederick Albert
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",Henry Windsor
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",Prince Henry of Cornwall and York
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",Prince Henry of Wales
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",Prince Henry of York
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester","Prince Henry William Frederick Albert, Duke of Gloucester"
http://www.wikidata.org/entity/Q117174,"Prince Henry, Duke of Gloucester",The Prince Henry
http://www.wikidata.org/entity/Q125361,Prince Michael of Prussia,Michael Prinz von Preußen
http://www.wikidata.org/entity/Q125649,William III of the Netherlands,William III
http://www.wikidata.org/entity/Q95828,"Philipp, Prince of Hohenlohe-Langenburg",Philipp Gottfried Alexander Erbprinz zu Hohenlohe-Langenburg
http://www.wikidata.org/entity/Q96731,"Prince Bernhard, Margrave of Baden",Bernhard Max Erbprinz von Baden
http://www.wikidata.org/entity/Q96731,"Prince Bernhard, Margrave of Baden",Bernhard Prinz und Markgraf von Baden
http://www.wikidata.org/entity/Q96733,Duchess Woizlawa Feodora of Mecklenburg-Schwerin,Woizlawa-Feodora Herzogin von Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q100307,Oskar of Prussia,Prince Oscar of Prussia
http://www.wikidata.org/entity/Q100832,Baroness Elisabeth of Wangenheim-Winterstein,Elisabeth Baronin von Wangenheim-Winterstein
http://www.wikidata.org/entity/Q102139,Margrethe II of Denmark,Ingahild Grathmer
http://www.wikidata.org/entity/Q102139,Margrethe II of Denmark,Margrethe II
http://www.wikidata.org/entity/Q104235,"Alois-Konstantin, 9th Prince of Löwenstein-Wertheim-Rosenberg","Alois-Konstantin, Prince of Löwenstein-Wertheim-Rosenberg"
http://www.wikidata.org/entity/Q105976,Princess Cecilie Viktoria of Prussia,Princess Cecilie of Prussia
http://www.wikidata.org/entity/Q112096,Georg von Habsburg,Archduke Georg von Habsburg
http://www.wikidata.org/entity/Q112096,Georg von Habsburg,Archduke Paul Georg Maria Joseph Dominikus of Austria
http://www.wikidata.org/entity/Q112096,Georg von Habsburg,Archduke Georg of Austria
http://www.wikidata.org/entity/Q112108,"Robert, Archduke of Austria-Este",Robert Karl Erzherzog von Österreich
http://www.wikidata.org/entity/Q112108,"Robert, Archduke of Austria-Este",Robert Karl Ludwig Maximilian Michael Maria Anton Franz Ferdinand Joseph Otto Hubert Georg Pius Johannes Marcus d'Aviano
http://www.wikidata.org/entity/Q112108,"Robert, Archduke of Austria-Este",Roberto de Habsburgo
http://www.wikidata.org/entity/Q113733,Archduchess Gabriela of Austria,Archduchess Gabriela Maria of Austria
http://www.wikidata.org/entity/Q113733,Archduchess Gabriela of Austria,Gabriela von Habsburg
http://www.wikidata.org/entity/Q113733,Archduchess Gabriela of Austria,The Archduchess Gabriela of Austria
http://www.wikidata.org/entity/Q115472,Marie Bonaparte,Princess Marie Bonaparte
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Countess of Gripsholm
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Lady Louise Alexandra Marie Irene Mountbatten
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Lady Louise Mountbatten
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Louise Alexandra Marie Irene Mountbatten
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Louise Alexandra Marie Irene of Battenberg
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Louise of Battenberg
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Louise of Sweden
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Mrs Olsson
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Princess Louise Alexandra Marie Irene of Battenberg
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Princess Louise of Battenberg
http://www.wikidata.org/entity/Q115477,Louise Mountbatten,Queen Louise of Sweden
http://www.wikidata.org/entity/Q116062,Princess Alice of Battenberg,Alice
